Requête,execution_time_s,puissance_moyenne_W,energy_consumed_J,SELECT(n),SELECTION,JOIN(n),FILTER(1ou 0),UNION(n ou 0),ORDER BY(1ou 0),GROUP BY(1ou 0),LIMIT/OFFSET(1ou 0)
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University7817.edu>  .
}",0.1499,80.381,8.0381,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University5634.edu>  .
}",0.1518,83.612,8.3612,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University1410.edu>  .
}",0.1509,68.669,6.8669,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University5639.edu>  .
}",0.1532,74.734,7.4734,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University6506.edu>  .
}",0.1505,69.461,6.9461,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University5239.edu>  .
}",0.1527,70.137,7.0137,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University5496.edu>  .
}",0.151,80.601,8.0601,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University9350.edu>  .
}",0.1529,73.947,7.3947,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University6077.edu>  .
}",0.1492,72.801,7.2801,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University8471.edu>  .
}",0.1519,70.27,7.027,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University2322.edu>  .
}",0.1515,81.945,8.1945,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University4294.edu>  .
}",0.1514,73.357,7.3357,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University922.edu>  .
}",0.1511,90.116,9.0116,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University6223.edu>  .
}",0.152,90.491,9.0491,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University3625.edu>  .
}",0.151,98.212,9.8212,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University5762.edu>  .
}",0.152,80.812,8.0812,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University9305.edu>  .
}",0.1522,88.804,8.8804,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University9292.edu>  .
}",0.1514,63.332,6.3332,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University8021.edu>  .
}",0.1502,78.173,7.8173,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University1407.edu>  .
}",0.1508,68.501,6.8501,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University791.edu>  .
}",0.153,82.728,8.2728,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University3377.edu>  .
}",0.151,70.127,7.0127,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University467.edu>  .
}",0.1547,73.722,7.3722,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University5174.edu>  .
}",0.1505,62.636,6.2636,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University3483.edu>  .
}",0.1516,76.076,7.6076,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University933.edu>  .
}",0.1541,70.982,7.0982,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University6456.edu>  .
}",0.1519,73.143,7.3143,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University1528.edu>  .
}",0.1507,91.828,9.1828,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University983.edu>  .
}",0.152,121.552,12.1552,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University2642.edu>  .
}",0.1507,110.831,11.0831,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University3813.edu>  .
}",0.1521,126.262,12.6262,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University1298.edu>  .
}",0.1543,101.83,10.183,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University1190.edu>  .
}",0.1528,69.369,6.9369,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University3465.edu>  .
}",0.151,73.01,7.301,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University8779.edu>  .
}",0.1534,71.443,7.1443,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University8501.edu>  .
}",0.1513,75.795,7.5795,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University7149.edu>  .
}",0.1523,71.552,7.1552,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University4212.edu>  .
}",0.1504,75.988,7.5988,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University9290.edu>  .
}",0.1524,68.994,6.8994,3,3,2,0,0,0,0,0
"SELECT ?X ?Y ?Z WHERE{
	?X <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#UndergraduateStudent> .
	?Y <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://swat.cse.lehigh.edu/onto/univ-bench.owl#Department> .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#memberOf> ?Y .
	?X <http://swat.cse.lehigh.edu/onto/univ-bench.owl#emailAddress> ?Z .
	?Y <http://swat.cse.lehigh.edu/onto/univ-bench.owl#subOrganizationOf> <http://www.University3085.edu>  .
}",0.1537,98.005,9.8005,3,3,2,0,0,0,0,0
